DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
84K593,Excellence Boys Charter School,2014-15,724,0,92,89,90,85,77,88,75,52,40,17,11,8,0,0,0.0%,724,100.0%,15,2.1%,647,89.4%,47,6.5%,9,1.2%,6,0.8%,106,14.6%,10,1.4%,519,71.7%
84K608,Kings Collegiate Charter School,2010-11,269,0,0,0,0,0,0,81,77,62,49,0,0,0,0,145,53.9%,124,46.1%,0,0.0%,267,99.3%,1,0.4%,1,0.4%,0,0.0%,24,8.9%,1,0.4%,203,75.5%
84K608,Kings Collegiate Charter School,2011-12,312,0,0,0,0,0,0,81,73,65,59,34,0,0,0,159,51.0%,153,49.0%,1,0.3%,301,96.5%,6,1.9%,4,1.3%,0,0.0%,26,8.3%,1,0.3%,238,76.3%
84K608,Kings Collegiate Charter School,2012-13,366,0,0,0,0,0,0,84,68,71,65,45,33,0,0,180,49.2%,186,50.8%,0,0.0%,360,98.4%,4,1.1%,2,0.5%,0,0.0%,33,9.0%,1,0.3%,294,80.3%
84K608,Kings Collegiate Charter School,2013-14,415,0,0,0,0,0,0,75,82,70,69,54,36,29,0,207,49.9%,208,50.1%,0,0.0%,410,98.8%,4,1.0%,1,0.2%,0,0.0%,39,9.4%,3,0.7%,321,77.3%
84K608,Kings Collegiate Charter School,2014-15,485,0,0,0,0,0,0,82,84,77,69,63,48,33,29,249,51.3%,236,48.7%,0,0.0%,473,97.5%,8,1.6%,3,0.6%,1,0.2%,49,10.1%,4,0.8%,361,74.4%
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,2010-11,338,0,85,83,89,81,0,0,0,0,0,0,0,0,0,174,51.5%,164,48.5%,3,0.9%,314,92.9%,21,6.2%,0,0.0%,0,0.0%,25,7.4%,0,0.0%,282,83.4%
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,2011-12,402,0,83,82,77,86,74,0,0,0,0,0,0,0,0,208,51.7%,194,48.3%,3,0.7%,362,90.0%,25,6.2%,10,2.5%,2,0.5%,25,6.2%,0,0.0%,347,86.3%
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,2012-13,520,0,93,89,90,75,77,96,0,0,0,0,0,0,0,270,51.9%,250,48.1%,3,0.6%,464,89.2%,39,7.5%,12,2.3%,2,0.4%,40,7.7%,0,0.0%,457,87.9%
84K626,Achievement First Brownsville Charter School,2013-14,613,0,93,91,92,86,66,91,94,0,0,0,0,0,0,321,52.4%,292,47.6%,0,0.0%,553,90.2%,57,9.3%,3,0.5%,0,0.0%,62,10.1%,3,0.5%,525,85.6%
84K626,Achievement First Brownsville Charter School,2014-15,728,0,93,94,92,92,90,89,93,85,0,0,0,0,0,389,53.4%,339,46.6%,0,0.0%,651,89.4%,71,9.8%,5,0.7%,1,0.1%,74,10.2%,6,0.8%,611,83.9%
84K648,Bedford Stuyvesant Collegiate Charter School,2010-11,207,0,0,0,0,0,0,89,75,43,0,0,0,0,0,99,47.8%,108,52.2%,0,0.0%,192,92.8%,15,7.2%,0,0.0%,0,0.0%,30,14.5%,2,1.0%,175,84.5%
84K648,Bedford Stuyvesant Collegiate Charter School,2011-12,269,0,0,0,0,0,0,95,73,61,40,0,0,0,0,137,50.9%,132,49.1%,1,0.4%,250,92.9%,17,6.3%,1,0.4%,0,0.0%,33,12.3%,1,0.4%,236,87.7%
84K648,Bedford Stuyvesant Collegiate Charter School,2012-13,311,0,0,0,0,0,0,81,78,62,54,36,0,0,0,152,48.9%,159,51.1%,3,1.0%,280,90.0%,24,7.7%,4,1.3%,0,0.0%,31,10.0%,3,1.0%,214,68.8%
84K648,Bedford Stuyvesant Collegiate Charter School,2013-14,361,0,0,0,0,0,0,85,74,72,61,37,32,0,0,185,51.2%,176,48.8%,3,0.8%,314,87.0%,40,11.1%,4,1.1%,0,0.0%,36,10.0%,7,1.9%,298,82.5%
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,2014-15,404,0,0,0,0,0,0,70,86,76,70,40,37,25,0,203,50.2%,201,49.8%,5,1.2%,338,83.7%,53,13.1%,8,2.0%,0,0.0%,53,13.1%,10,2.5%,291,72.0%
84K649,La Cima Charter School,2010-11,261,0,75,66,63,57,0,0,0,0,0,0,0,0,0,142,54.4%,119,45.6%,1,0.4%,217,83.1%,40,15.3%,2,0.8%,1,0.4%,20,7.7%,7,2.7%,228,87.4%
84K649,La Cima Charter School,2011-12,317,0,75,66,62,69,45,0,0,0,0,0,0,0,0,165,52.1%,152,47.9%,4,1.3%,249,78.5%,48,15.1%,11,3.5%,5,1.6%,40,12.6%,17,5.4%,292,92.1%
84K649,La Cima Charter School,2012-13,364,0,73,71,67,65,59,29,0,0,0,0,0,0,0,178,48.9%,186,51.1%,9,2.5%,292,80.2%,56,15.4%,3,0.8%,4,1.1%,46,12.6%,18,4.9%,327,89.8%
84K649,La Cima Charter School,2013-14,376,0,78,67,70,67,54,40,0,0,0,0,0,0,0,186,49.5%,190,50.5%,12,3.2%,285,75.8%,65,17.3%,5,1.3%,9,2.4%,59,15.7%,24,6.4%,339,90.2%
84K649,La Cima Charter School,2014-15,428,0,70,84,82,69,79,44,0,0,0,0,0,0,0,211,49.3%,217,50.7%,13,3.0%,303,70.8%,95,22.2%,8,1.9%,9,2.1%,81,18.9%,23,5.4%,356,83.2%
84K651,PAVE Academy Charter School,2010-11,177,0,45,48,49,35,0,0,0,0,0,0,0,0,0,91,51.4%,86,48.6%,0,0.0%,83,46.9%,55,31.1%,18,10.2%,21,11.9%,29,16.4%,7,4.0%,177,100.0%
84K651,PAVE Academy Charter School,2011-12,224,0,50,53,49,47,25,0,0,0,0,0,0,0,0,119,53.1%,105,46.9%,2,0.9%,104,46.4%,80,35.7%,13,5.8%,25,11.2%,30,13.4%,12,5.4%,224,100.0%
84K651,PAVE Academy Charter School,2012-13,299,0,57,51,60,55,49,27,0,0,0,0,0,0,0,160,53.5%,139,46.5%,2,0.7%,147,49.2%,128,42.8%,7,2.3%,15,5.0%,48,16.1%,14,4.7%,195,65.2%
84K651,PAVE Academy Charter School,2013-14,365,0,55,55,55,55,54,54,37,0,0,0,0,0,0,196,53.7%,169,46.3%,3,0.8%,181,49.6%,159,43.6%,7,1.9%,15,4.1%,68,18.6%,17,4.7%,245,67.1%
84K651,PAVE Academy Charter School,2014-15,414,0,55,54,60,54,55,55,55,26,0,0,0,0,0,229,55.3%,185,44.7%,3,0.7%,189,45.7%,201,48.6%,5,1.2%,16,3.9%,75,18.1%,22,5.3%,267,64.5%
84K652,Brooklyn Ascend Charter School,2010-11,428,0,100,112,79,85,52,0,0,0,0,0,0,0,0,194,45.3%,234,54.7%,1,0.2%,395,92.3%,17,4.0%,14,3.3%,1,0.2%,31,7.2%,4,0.9%,341,79.7%
84K652,Brooklyn Ascend Charter School,2011-12,568,0,127,107,112,87,81,54,0,0,0,0,0,0,0,262,46.1%,306,53.9%,2,0.4%,519,91.4%,17,3.0%,27,4.8%,3,0.5%,42,7.4%,2,0.4%,461,81.2%
84K652,Brooklyn Ascend Charter School,2012-13,719,0,130,131,108,115,87,90,58,0,0,0,0,0,0,336,46.7%,383,53.3%,3,0.4%,661,91.9%,21,2.9%,31,4.3%,3,0.4%,66,9.2%,3,0.4%,611,85.0%
84K652,Brooklyn Ascend Charter School,2013-14,861,0,127,132,141,116,110,89,87,59,0,0,0,0,0,416,48.3%,445,51.7%,4,0.5%,812,94.3%,30,3.5%,13,1.5%,2,0.2%,89,10.3%,7,0.8%,732,85.0%
84K652,Brooklyn Ascend Charter School,2014-15,974,0,132,136,134,139,114,107,81,77,54,0,0,0,0,470,48.3%,504,51.7%,4,0.4%,925,95.0%,29,3.0%,13,1.3%,3,0.3%,110,11.3%,7,0.7%,803,82.4%
84K680,Achievement First Aspire Charter School,2013-14,185,0,91,94,0,0,0,0,0,0,0,0,0,0,0,102,55.1%,83,44.9%,1,0.5%,126,68.1%,51,27.6%,7,3.8%,0,0.0%,20,10.8%,8,4.3%,169,91.4%
84K680,Achievement First Aspire Charter School,2014-15,241,0,61,90,90,0,0,0,0,0,0,0,0,0,0,136,56.4%,105,43.6%,1,0.4%,178,73.9%,56,23.2%,6,2.5%,0,0.0%,29,12.0%,8,3.3%,210,87.1%
84K689,Citizens of the World Charter School 1 Williamsbur,2013-14,81,0,47,34,0,0,0,0,0,0,0,0,0,0,0,46,56.8%,35,43.2%,0,0.0%,18,22.2%,59,72.8%,0,0.0%,4,4.9%,17,21.0%,19,23.5%,70,86.4%
84K689,Citizens of the World Charter School 1 Williamsbur,2014-15,202,0,68,78,56,0,0,0,0,0,0,0,0,0,0,92,45.5%,110,54.5%,0,0.0%,56,27.7%,125,61.9%,2,1.0%,19,9.4%,50,24.8%,42,20.8%,175,86.6%
84K692,Citizens of the World Charter School New York 2 Cr,2013-14,135,0,85,50,0,0,0,0,0,0,0,0,0,0,0,70,51.9%,65,48.1%,1,0.7%,127,94.1%,5,3.7%,1,0.7%,1,0.7%,10,7.4%,2,1.5%,122,90.4%
84K692,Citizens of the World Charter School New York 2 Cr,2014-15,202,0,77,74,51,0,0,0,0,0,0,0,0,0,0,100,49.5%,102,50.5%,0,0.0%,178,88.1%,13,6.4%,4,2.0%,7,3.5%,19,9.4%,3,1.5%,165,81.7%
84K693,Believe Northside Charter High School,2010-11,171,0,0,0,0,0,0,0,0,0,0,73,98,0,0,83,48.5%,88,51.5%,1,0.6%,58,33.9%,100,58.5%,6,3.5%,6,3.5%,22,12.9%,8,4.7%,129,75.4%
84K693,Believe Northside Charter High School,2011-12,273,0,0,0,0,0,0,0,0,0,0,76,99,98,0,133,48.7%,140,51.3%,5,1.8%,82,30.0%,167,61.2%,8,2.9%,11,4.0%,45,16.5%,16,5.9%,225,82.4%
84K693,Believe Northside Charter High School,2012-13,373,0,0,0,0,0,0,0,0,0,0,93,86,98,96,193,51.7%,180,48.3%,7,1.9%,111,29.8%,229,61.4%,11,2.9%,15,4.0%,54,14.5%,21,5.6%,304,81.5%
84K693,Northside Charter High School,2013-14,383,0,0,0,0,0,0,0,0,0,0,88,100,90,105,185,48.3%,198,51.7%,7,1.8%,114,29.8%,230,60.1%,12,3.1%,20,5.2%,63,16.4%,24,6.3%,304,79.4%
84K693,Northside Charter High School,2014-15,380,0,0,0,0,0,0,0,0,0,0,105,92,90,93,189,49.7%,191,50.3%,7,1.8%,102,26.8%,238,62.6%,9,2.4%,24,6.3%,63,16.6%,24,6.3%,290,76.3%
84K701,Brooklyn Charter School,2010-11,229,0,30,41,42,43,43,30,0,0,0,0,0,0,0,121,52.8%,108,47.2%,0,0.0%,198,86.5%,16,7.0%,11,4.8%,4,1.7%,32,14.0%,0,0.0%,168,73.4%
84K701,Brooklyn Charter School,2011-12,242,0,42,34,43,44,43,36,0,0,0,0,0,0,0,131,54.1%,111,45.9%,2,0.8%,228,94.2%,11,4.5%,1,0.4%,0,0.0%,21,8.7%,0,0.0%,207,85.5%
84K701,Brooklyn Charter School,2012-13,255,0,58,43,38,39,41,36,0,0,0,0,0,0,0,136,53.3%,119,46.7%,3,1.2%,230,90.2%,21,8.2%,1,0.4%,0,0.0%,22,8.6%,7,2.7%,201,78.8%
84K701,Brooklyn Charter School,2013-14,258,0,50,47,47,42,38,34,0,0,0,0,0,0,0,144,55.8%,114,44.2%,4,1.6%,220,85.3%,34,13.2%,0,0.0%,0,0.0%,33,12.8%,11,4.3%,203,78.7%
84K701,Brooklyn Charter School,2014-15,237,0,47,45,38,39,34,34,0,0,0,0,0,0,0,128,54.0%,109,46.0%,4,1.7%,199,84.0%,32,13.5%,0,0.0%,2,0.8%,33,13.9%,13,5.5%,193,81.4%
84K702,Community Partnership Charter,2010-11,332,0,49,51,49,52,52,47,32,0,0,0,0,0,0,165,49.7%,167,50.3%,2,0.6%,285,85.8%,35,10.5%,9,2.7%,1,0.3%,44,13.3%,0,0.0%,224,67.5%
84K702,Community Partnership Charter School,2011-12,375,0,48,49,48,49,53,49,50,29,0,0,0,0,0,188,50.1%,187,49.9%,1,0.3%,328,87.5%,41,10.9%,4,1.1%,1,0.3%,58,15.5%,1,0.3%,250,66.7%
84K702,Community Partnership Charter School,2012-13,420,0,50,50,48,51,52,52,49,42,26,0,0,0,0,210,50.0%,210,50.0%,0,0.0%,368,87.6%,44,10.5%,6,1.4%,2,0.5%,65,15.5%,4,1.0%,323,76.9%
84K702,Community Partnership Charter School,2013-14,413,0,45,46,52,48,51,46,52,37,36,0,0,0,0,214,51.8%,199,48.2%,0,0.0%,351,85.0%,47,11.4%,12,2.9%,3,0.7%,69,16.7%,2,0.5%,326,78.9%
84K702,Community Partnership Charter School,2014-15,395,0,44,43,51,45,44,46,38,52,32,0,0,0,0,198,50.1%,197,49.9%,1,0.3%,326,82.5%,51,12.9%,13,3.3%,4,1.0%,60,15.2%,4,1.0%,311,78.7%
84K703,Beginning With Children Charter School,2010-11,444,0,50,50,50,48,50,52,47,50,47,0,0,0,0,215,48.4%,229,51.6%,2,0.5%,160,36.0%,270,60.8%,1,0.2%,11,2.5%,74,16.7%,30,6.8%,330,74.3%
84K703,Beginning With Children Charter School,2011-12,446,0,48,51,50,49,49,51,48,50,50,0,0,0,0,211,47.3%,235,52.7%,5,1.1%,140,31.4%,290,65.0%,3,0.7%,8,1.8%,81,18.2%,29,6.5%,337,75.6%
84K703,Beginning With Children Charter School,2012-13,432,0,46,47,48,55,37,48,52,51,48,0,0,0,0,216,50.0%,216,50.0%,3,0.7%,155,35.9%,263,60.9%,5,1.2%,6,1.4%,80,18.5%,32,7.4%,346,80.1%
84K703,Beginning With Children Charter School,2013-14,430,0,47,50,50,45,52,37,51,51,47,0,0,0,0,208,48.4%,222,51.6%,5,1.2%,147,34.2%,265,61.6%,5,1.2%,8,1.9%,79,18.4%,36,8.4%,353,82.1%
84K703,Beginning With Children Charter School,2014-15,412,0,50,44,51,49,48,49,32,49,40,0,0,0,0,192,46.6%,220,53.4%,5,1.2%,140,34.0%,257,62.4%,3,0.7%,7,1.7%,67,16.3%,45,10.9%,352,85.4%
84K704,Explore Charter School,2010-11,476,0,63,60,59,58,56,51,47,43,39,0,0,0,0,245,51.5%,231,48.5%,1,0.2%,438,92.0%,26,5.5%,6,1.3%,5,1.1%,71,14.9%,8,1.7%,373,78.4%
84K704,Explore Charter School,2011-12,504,0,60,60,63,60,60,60,56,43,42,0,0,0,0,254,50.4%,250,49.6%,1,0.2%,467,92.7%,29,5.8%,4,0.8%,3,0.6%,76,15.1%,9,1.8%,408,81.0%
84K704,Explore Charter School,2012-13,516,0,57,61,58,63,59,60,62,55,41,0,0,0,0,253,49.0%,263,51.0%,1,0.2%,470,91.1%,39,7.6%,4,0.8%,2,0.4%,78,15.1%,14,2.7%,408,79.1%
84K704,Explore Charter School,2013-14,524,0,59,60,59,59,58,60,58,57,54,0,0,0,0,258,49.2%,266,50.8%,0,0.0%,475,90.6%,44,8.4%,5,1.0%,0,0.0%,77,14.7%,13,2.5%,405,77.3%
84K704,Explore Charter School,2014-15,525,0,60,59,58,59,58,60,58,58,55,0,0,0,0,261,49.7%,264,50.3%,0,0.0%,452,86.1%,53,10.1%,20,3.8%,0,0.0%,72,13.7%,21,4.0%,390,74.3%
84K707,Brooklyn Prospect Charter School,2010-11,202,0,0,0,0,0,0,0,102,100,0,0,0,0,0,98,48.5%,104,51.5%,9,4.5%,34,16.8%,68,33.7%,8,4.0%,83,41.1%,43,21.3%,7,3.5%,61,30.2%
84K707,Brooklyn Prospect Charter School,2011-12,303,0,0,0,0,0,0,0,98,106,99,0,0,0,0,141,46.5%,162,53.5%,13,4.3%,54,17.8%,103,34.0%,6,2.0%,127,41.9%,64,21.1%,8,2.6%,77,25.4%
84K707,Brooklyn Prospect Charter School,2012-13,438,0,0,0,0,0,0,0,106,107,108,117,0,0,0,192,43.8%,246,56.2%,21,4.8%,81,18.5%,152,34.7%,11,2.5%,173,39.5%,82,18.7%,12,2.7%,159,36.3%
84K707,Brooklyn Prospect Charter School,2013-14,613,0,75,0,0,0,0,0,107,108,105,109,109,0,0,265,43.2%,348,56.8%,44,7.2%,101,16.5%,185,30.2%,29,4.7%,254,41.4%,119,19.4%,11,1.8%,204,33.3%
84K707,Brooklyn Prospect Charter School,2014-15,771,0,51,79,0,0,0,0,109,108,108,106,106,104,0,341,44.2%,430,55.8%,64,8.3%,139,18.0%,231,30.0%,35,4.5%,302,39.2%,141,18.3%,14,1.8%,276,35.8%
84K710,Brownsville Collegiate Charter School,2010-11,159,0,0,0,0,0,0,81,58,20,0,0,0,0,0,72,45.3%,87,54.7%,1,0.6%,134,84.3%,21,13.2%,1,0.6%,2,1.3%,27,17.0%,8,5.0%,139,87.4%
84K710,Brownsville Collegiate Charter School,2011-12,219,0,0,0,0,0,0,89,69,45,16,0,0,0,0,105,47.9%,114,52.1%,2,0.9%,190,86.8%,27,12.3%,0,0.0%,0,0.0%,30,13.7%,5,2.3%,197,90.0%
84K710,Brownsville Collegiate Charter School,2012-13,296,0,0,0,0,0,0,88,86,67,40,15,0,0,0,140,47.3%,156,52.7%,2,0.7%,254,85.8%,38,12.8%,1,0.3%,1,0.3%,43,14.5%,7,2.4%,261,88.2%
84K710,Brownsville Collegiate Charter School,2013-14,341,0,0,0,0,0,0,82,79,76,60,31,13,0,0,170,49.9%,171,50.1%,2,0.6%,287,84.2%,47,13.8%,2,0.6%,3,0.9%,49,14.4%,6,1.8%,283,83.0%
84K710,Brownsville Collegiate Charter School,2014-15,402,0,0,0,0,0,0,77,90,79,68,53,25,10,0,209,52.0%,193,48.0%,4,1.0%,304,75.6%,62,15.4%,28,7.0%,4,1.0%,56,13.9%,6,1.5%,307,76.4%
84K711,Leadership Preparatory Brownsville Charter School,2010-11,210,0,91,53,66,0,0,0,0,0,0,0,0,0,0,88,41.9%,122,58.1%,0,0.0%,175,83.3%,31,14.8%,3,1.4%,1,0.5%,24,11.4%,10,4.8%,170,81.0%
84K711,Leadership Preparatory Brownsville Charter School,2011-12,278,0,87,86,57,48,0,0,0,0,0,0,0,0,0,117,42.1%,161,57.9%,0,0.0%,237,85.3%,40,14.4%,1,0.4%,0,0.0%,44,15.8%,8,2.9%,243,87.4%
84K711,Leadership Preparatory Brownsville Charter School,2012-13,355,0,85,89,86,57,38,0,0,0,0,0,0,0,0,174,49.0%,181,51.0%,0,0.0%,298,83.9%,52,14.6%,4,1.1%,1,0.3%,53,14.9%,6,1.7%,330,93.0%
84K711,Leadership Preparatory Brownsville Charter School,2013-14,486,0,84,89,87,86,57,83,0,0,0,0,0,0,0,233,47.9%,253,52.1%,1,0.2%,404,83.1%,71,14.6%,10,2.1%,0,0.0%,66,13.6%,10,2.1%,440,90.5%
84K711,Leadership Preparatory Brownsville Charter School,2014-15,574,0,90,81,90,74,74,80,85,0,0,0,0,0,0,287,50.0%,287,50.0%,1,0.2%,475,82.8%,82,14.3%,16,2.8%,0,0.0%,72,12.5%,16,2.8%,493,85.9%
84K712,Excellence Girls Charter School,2010-11,231,0,87,89,55,0,0,0,0,0,0,0,0,0,0,228,98.7%,3,1.3%,4,1.7%,214,92.6%,13,5.6%,0,0.0%,0,0.0%,24,10.4%,5,2.2%,166,71.9%
84K712,Excellence Girls Charter School,2011-12,313,0,88,86,89,50,0,0,0,0,0,0,0,0,0,310,99.0%,3,1.0%,5,1.6%,267,85.3%,19,6.1%,22,7.0%,0,0.0%,23,7.3%,6,1.9%,238,76.0%
84K712,Excellence Girls Charter School,2012-13,383,0,82,88,88,82,43,0,0,0,0,0,0,0,0,383,100.0%,0,0.0%,4,1.0%,344,89.8%,31,8.1%,2,0.5%,2,0.5%,27,7.0%,10,2.6%,302,78.9%
84K712,Excellence Girls Charter School,2013-14,503,0,87,83,87,83,77,86,0,0,0,0,0,0,0,501,99.6%,2,0.4%,8,1.6%,440,87.5%,44,8.7%,5,1.0%,6,1.2%,49,9.7%,8,1.6%,387,76.9%
84K712,Excellence Girls Charter School,2014-15,604,0,86,90,89,87,81,86,85,0,0,0,0,0,0,598,99.0%,6,1.0%,14,2.3%,515,85.3%,60,9.9%,11,1.8%,4,0.7%,54,8.9%,13,2.2%,452,74.8%
84K724,Leadership Prep Canarsie Charter School (Leadershi,2013-14,140,0,56,0,0,0,0,84,0,0,0,0,0,0,0,68,48.6%,72,51.4%,2,1.4%,129,92.1%,3,2.1%,6,4.3%,0,0.0%,23,16.4%,0,0.0%,122,87.1%
84K724,Leadership Prep Canarsie Charter School (Leadershi,2014-15,248,0,50,50,0,0,0,78,70,0,0,0,0,0,0,125,50.4%,123,49.6%,1,0.4%,222,89.5%,10,4.0%,12,4.8%,3,1.2%,36,14.5%,3,1.2%,197,79.4%
84K726,Fahari Academy Charter School,2010-11,167,0,0,0,0,0,0,110,57,0,0,0,0,0,0,94,56.3%,73,43.7%,0,0.0%,154,92.2%,11,6.6%,2,1.2%,0,0.0%,20,12.0%,9,5.4%,130,77.8%
84K726,Fahari Academy Charter School,2011-12,252,0,0,0,0,0,0,99,142,11,0,0,0,0,0,113,44.8%,139,55.2%,1,0.4%,240,95.2%,10,4.0%,1,0.4%,0,0.0%,39,15.5%,9,3.6%,174,69.0%
84K726,Fahari Academy Charter School,2012-13,326,0,0,0,0,0,0,96,120,63,47,0,0,0,0,150,46.0%,176,54.0%,3,0.9%,301,92.3%,20,6.1%,2,0.6%,0,0.0%,48,14.7%,17,5.2%,289,88.7%
84K726,Fahari Academy Charter School,2013-14,411,0,0,0,0,0,0,114,115,121,61,0,0,0,0,201,48.9%,210,51.1%,4,1.0%,377,91.7%,27,6.6%,3,0.7%,0,0.0%,83,20.2%,21,5.1%,345,83.9%
84K726,Fahari Academy Charter School,2014-15,389,0,0,0,0,0,0,59,108,114,108,0,0,0,0,195,50.1%,194,49.9%,4,1.0%,340,87.4%,30,7.7%,14,3.6%,1,0.3%,73,18.8%,22,5.7%,389,100.0%
84K730,Summit Academy Charter School,2010-11,171,0,0,0,0,0,0,0,76,95,0,0,0,0,0,77,45.0%,94,55.0%,2,1.2%,112,65.5%,54,31.6%,0,0.0%,3,1.8%,42,24.6%,5,2.9%,135,78.9%
84K730,Summit Academy Charter School,2011-12,235,0,0,0,0,0,0,0,73,85,77,0,0,0,0,118,50.2%,117,49.8%,3,1.3%,148,63.0%,75,31.9%,4,1.7%,5,2.1%,56,23.8%,6,2.6%,168,71.5%
84K730,Summit Academy Charter School,2012-13,268,0,0,0,0,0,0,0,46,82,90,50,0,0,0,138,51.5%,130,48.5%,1,0.4%,156,58.2%,96,35.8%,9,3.4%,6,2.2%,45,16.8%,7,2.6%,197,73.5%
84K730,Summit Academy Charter School,2013-14,289,0,0,0,0,0,0,0,44,48,74,66,57,0,0,143,49.5%,146,50.5%,1,0.3%,152,52.6%,123,42.6%,9,3.1%,4,1.4%,57,19.7%,10,3.5%,215,74.4%
84K730,Summit Academy Charter School,2014-15,331,0,0,0,0,0,0,0,37,53,64,58,63,56,0,170,51.4%,161,48.6%,1,0.3%,163,49.2%,146,44.1%,10,3.0%,11,3.3%,59,17.8%,16,4.8%,226,68.3%
84K731,Brooklyn Excelsior Charter,2010-11,724,0,84,80,78,78,79,92,93,85,55,0,0,0,0,386,53.3%,338,46.7%,16,2.2%,648,89.5%,41,5.7%,15,2.1%,4,0.6%,62,8.6%,2,0.3%,681,94.1%
84K731,Brooklyn Excelsior Charter,2011-12,719,0,61,75,78,78,78,78,93,93,85,0,0,0,0,371,51.6%,348,48.4%,10,1.4%,646,89.8%,54,7.5%,7,1.0%,2,0.3%,65,9.0%,1,0.1%,621,86.4%
84K731,Brooklyn Excelsior Charter School,2012-13,728,0,71,79,81,80,83,81,78,86,89,0,0,0,0,369,50.7%,359,49.3%,11,1.5%,645,88.6%,62,8.5%,9,1.2%,1,0.1%,75,10.3%,3,0.4%,421,57.8%
84K731,Brooklyn Excelsior Charter School,2013-14,705,0,70,81,72,79,83,77,72,81,90,0,0,0,0,351,49.8%,354,50.2%,12,1.7%,601,85.2%,78,11.1%,12,1.7%,2,0.3%,82,11.6%,11,1.6%,626,88.8%
84K731,Brooklyn Excelsior Charter School,2014-15,714,0,82,81,84,82,85,73,79,72,76,0,0,0,0,347,48.6%,367,51.4%,12,1.7%,600,84.0%,87,12.2%,14,2.0%,1,0.1%,91,12.7%,12,1.7%,635,88.9%
84K733,"Math, Engineering, and Science Academy Charter Hig",2013-14,131,0,0,0,0,0,0,0,0,0,0,131,0,0,0,66,50.4%,65,49.6%,1,0.8%,29,22.1%,94,71.8%,5,3.8%,2,1.5%,20,15.3%,31,23.7%,121,92.4%
84K733,"Math, Engineering, and Science Academy Charter Hig",2014-15,244,0,0,0,0,0,0,0,0,0,0,122,122,0,0,118,48.4%,126,51.6%,3,1.2%,44,18.0%,181,74.2%,11,4.5%,5,2.0%,41,16.8%,31,12.7%,216,88.5%
84K734,The Ethical Community Charter School (TECCS),2010-11,159,0,40,59,60,0,0,0,0,0,0,0,0,0,0,76,47.8%,83,52.2%,1,0.6%,81,50.9%,64,40.3%,5,3.1%,8,5.0%,18,11.3%,12,7.5%,136,85.5%
84K734,The Ethical Community Charter School (TECCS),2011-12,205,0,44,43,63,55,0,0,0,0,0,0,0,0,0,104,50.7%,101,49.3%,1,0.5%,98,47.8%,88,42.9%,9,4.4%,9,4.4%,23,11.2%,19,9.3%,167,81.5%
84K734,The Ethical Community Charter School (TECCS),2012-13,238,0,40,47,43,61,47,0,0,0,0,0,0,0,0,120,50.4%,118,49.6%,1,0.4%,115,48.3%,101,42.4%,15,6.3%,6,2.5%,29,12.2%,19,8.0%,209,87.8%
84K734,The Ethical Community Charter School (TECCS),2013-14,262,0,43,48,43,43,45,40,0,0,0,0,0,0,0,137,52.3%,125,47.7%,0,0.0%,139,53.1%,109,41.6%,8,3.1%,6,2.3%,31,11.8%,16,6.1%,237,90.5%
84K734,The Ethical Community Charter School (TECCS),2014-15,252,0,32,49,44,41,46,40,0,0,0,0,0,0,0,130,51.6%,122,48.4%,0,0.0%,134,53.2%,107,42.5%,6,2.4%,5,2.0%,30,11.9%,23,9.1%,228,90.5%
84K736,New American Academy Charter School,2013-14,127,0,65,62,0,0,0,0,0,0,0,0,0,0,0,54,42.5%,73,57.5%,0,0.0%,118,92.9%,8,6.3%,1,0.8%,0,0.0%,20,15.7%,0,0.0%,103,81.1%
84K736,New American Academy Charter School,2014-15,192,0,62,66,64,0,0,0,0,0,0,0,0,0,0,92,47.9%,100,52.1%,0,0.0%,182,94.8%,10,5.2%,0,0.0%,0,0.0%,21,10.9%,1,0.5%,154,80.2%
84K737,Brownsville Ascend Charter School,2010-11,247,0,75,76,96,0,0,0,0,0,0,0,0,0,0,125,50.6%,122,49.4%,0,0.0%,226,91.5%,16,6.5%,5,2.0%,0,0.0%,21,8.5%,2,0.8%,221,89.5%
84K737,Brownsville Ascend Charter School,2011-12,399,0,126,97,83,93,0,0,0,0,0,0,0,0,0,212,53.1%,187,46.9%,2,0.5%,350,87.7%,24,6.0%,21,5.3%,2,0.5%,32,8.0%,2,0.5%,243,60.9%
84K737,Brownsville Ascend Charter School,2012-13,536,0,110,133,110,98,85,0,0,0,0,0,0,0,0,276,51.5%,260,48.5%,2,0.4%,463,86.4%,45,8.4%,22,4.1%,4,0.7%,40,7.5%,1,0.2%,361,67.4%
